Numero,Nome,Tipos
783,Hakamo-o,"['Dragon', 'Fighting']"
784,Kommo-o,"['Dragon', 'Fighting']"
785,Tapu Koko,"['Fairy', 'Electric']"
786,Tapu Lele,"['Fairy', 'Psychic']"
787,Tapu Bulu,"['Grass', 'Fairy']"
788,Tapu Fini,"['Water', 'Fairy']"
789,Cosmog,['Psychic']
790,Cosmoem,['Psychic']
791,Solgaleo,"['Steel', 'Psychic']"
792,Lunala,"['Ghost', 'Psychic']"
793,Nihilego,"['Poison', 'Rock']"
794,Buzzwole,"['Fighting', 'Bug']"
795,Pheromosa,"['Fighting', 'Bug']"
796,Xurkitree,['Electric']
797,Celesteela,"['Steel', 'Flying']"
798,Kartana,"['Grass', 'Steel']"
799,Guzzlord,"['Dragon', 'Dark']"
800,Necrozma,['Psychic']
801,Magearna,"['Steel', 'Fairy']"
802,Marshadow,"['Fighting', 'Ghost']"
803,Poipole,['Poison']
804,Naganadel,"['Dragon', 'Poison']"
805,Stakataka,"['Steel', 'Rock']"
806,Blacephalon,"['Ghost', 'Fire']"
807,Zeraora,['Electric']
808,Meltan,['Steel']
809,Melmetal,['Steel']
810,Grookey,['Grass']
811,Thwackey,['Grass']
812,Rillaboom,['Grass']
813,Scorbunny,['Fire']
814,Raboot,['Fire']
815,Cinderace,['Fire']
816,Sobble,['Water']
817,Drizzile,['Water']
818,Inteleon,['Water']
819,Skwovet,['Normal']
820,Greedent,['Normal']
821,Rookidee,['Flying']
822,Corvisquire,['Flying']
823,Corviknight,"['Steel', 'Flying']"
824,Blipbug,['Bug']
825,Dottler,"['Bug', 'Psychic']"
826,Orbeetle,"['Bug', 'Psychic']"
827,Nickit,['Dark']
828,Thievul,['Dark']
829,Gossifleur,['Grass']
830,Eldegoss,['Grass']
831,Wooloo,['Normal']
832,Dubwool,['Normal']
833,Chewtle,['Water']
834,Drednaw,"['Water', 'Rock']"
835,Yamper,['Electric']
836,Boltund,['Electric']
837,Rolycoly,['Rock']
838,Carkol,"['Fire', 'Rock']"
839,Coalossal,"['Fire', 'Rock']"
840,Applin,"['Grass', 'Dragon']"
841,Flapple,"['Grass', 'Dragon']"
842,Appletun,"['Grass', 'Dragon']"
843,Silicobra,['Ground']
844,Sandaconda,['Ground']
845,Cramorant,"['Water', 'Flying']"
846,Arrokuda,['Water']
847,Barraskewda,['Water']
848,Toxel,"['Poison', 'Electric']"
849,Toxtricity,"['Poison', 'Electric']"
850,Sizzlipede,"['Fire', 'Bug']"
851,Centiskorch,"['Fire', 'Bug']"
852,Clobbopus,['Fighting']
853,Grapploct,['Fighting']
854,Sinistea,['Ghost']
855,Polteageist,['Ghost']
856,Hatenna,['Psychic']
857,Hattrem,['Psychic']
858,Hatterene,"['Fairy', 'Psychic']"
859,Impidimp,"['Fairy', 'Dark']"
860,Morgrem,"['Fairy', 'Dark']"
861,Grimmsnarl,"['Fairy', 'Dark']"
862,Obstagoon,"['Normal', 'Dark']"
863,Perrserker,['Steel']
864,Cursola,['Ghost']
865,Sirfetch'd,['Fighting']
866,Mr. Rime,"['Ice', 'Psychic']"
867,Runerigus,"['Ghost', 'Ground']"
868,Milcery,['Fairy']
869,Alcremie,['Fairy']
870,Falinks,['Fighting']
871,Pincurchin,['Electric']
872,Snom,"['Ice', 'Bug']"
873,Frosmoth,"['Ice', 'Bug']"
874,Stonjourner,['Rock']
875,Eiscue,['Ice']
876,Indeedee,"['Normal', 'Psychic']"
877,Morpeko,"['Dark', 'Electric']"
878,Cufant,['Steel']
879,Copperajah,['Steel']
880,Dracozolt,"['Dragon', 'Electric']"
881,Arctozolt,"['Ice', 'Electric']"
882,Dracovish,"['Water', 'Dragon']"
883,Arctovish,"['Water', 'Ice']"
884,Duraludon,"['Steel', 'Dragon']"
885,Dreepy,"['Dragon', 'Ghost']"
886,Drakloak,"['Dragon', 'Ghost']"
887,Dragapult,"['Dragon', 'Ghost']"
888,Zacian,"['Steel', 'Fairy']"
889,Zamazenta,"['Steel', 'Fighting']"
890,Eternatus,"['Dragon', 'Poison']"
891,Kubfu,['Fighting']
892,Urshifu,"['Fighting', 'Dark']"
893,Zarude,"['Grass', 'Dark']"
894,Regieleki,['Electric']
895,Regidrago,['Dragon']
896,Glastrier,['Ice']
897,Spectrier,['Ghost']
898,Calyrex,"['Grass', 'Psychic']"
899,Wyrdeer,"['Normal', 'Psychic']"
900,Kleavor,"['Rock', 'Bug']"
901,Ursaluna,"['Normal', 'Ground']"
902,Basculegion,"['Ghost', 'water']"
903,Sneasler,"['Fighting', 'Poison']"
904,Overqwil,"['Poison', 'Dark']"
905,Enamorus,"['Flying', 'Fairy']"
906,Sprigatito,['Grass']
907,Floragato,['Grass']
908,Meowscarada,"['Grass', 'Dark']"
909,Fuecoco,['Fire']
910,Crocalor,['Fire']
911,Skeledirge,"['Ghost', 'Fire']"
912,Quaxly,['Water']
913,Quaxwell,['Water']
914,Quaquaval,"['Water', 'Fighting']"
915,Lechonk,['Normal']
916,Oinkologne,['Normal']
917,Tarountula,['Bug']
918,Spidops,['Bug']
919,Nymble,['Bug']
920,Lokix,"['Dark', 'Bug']"
921,Pawmi,['Electric']
922,Pawmo,"['Fighting', 'Electric']"
923,Pawmot,"['Fighting', 'Electric']"
924,Tandemaus,['Normal']
925,Maushold,['Normal']
926,Fidough,['Fairy']
927,Dachsbun,['Fairy']
928,Smoliv,"['Grass', 'Normal']"
929,Dolliv,"['Grass', 'Normal']"
930,Arboliva,"['Grass', 'Normal']"
931,Squawkabilly,"['Normal', 'Flying']"
932,Nacli,['Rock']
933,Naclstack,['Rock']
934,Garganacl,['Rock']
935,Charcadet,['Fire']
936,Armarouge,"['Fire', 'Psychic']"
937,Ceruledge,"['Ghost', 'Fire']"
938,Tadbulb,['Electric']
939,Bellibolt,['Electric']
940,Wattrel,"['Flying', 'Electric']"
941,Kilowattrel,"['Flying', 'Electric']"
942,Maschiff,['Dark']
943,Mabosstiff,['Dark']
944,Shroodle,"['Normal', 'Poison']"
945,Grafaiai,"['Normal', 'Poison']"
946,Bramblin,"['Grass', 'Ghost']"
947,Brambleghast,"['Grass', 'Ghost']"
948,Toedscool,"['Grass', 'Ground']"
949,Toedscruel,"['Grass', 'Ground']"
950,Klawf,['Rock']
951,Capsakid,['Grass']
952,Scovillain,"['Grass', 'Fire']"
953,Rellor,['Bug']
954,Rabsca,"['Bug', 'Psychic']"
955,Flittle,['Psychic']
956,Espathra,['Psychic']
957,Tinkatink,"['Steel', 'Fairy']"
958,Tinkatuff,"['Steel', 'Fairy']"
959,Tinkaton,"['Steel', 'Fairy']"
960,Wiglett,['Water']
961,Wugtrio,['Water']
962,Bombirdier,"['Flying', 'Dark']"
963,Finizen,['Water']
964,Palafin,['Water']
965,Varoom,"['Steel', 'Poison']"
966,Revavroom,"['Steel', 'Poison']"
967,Cyclizar,"['Dragon', 'Normal']"
968,Orthworm,['Steel']
969,Glimmet,"['Poison', 'Rock']"
970,Glimmora,"['Poison', 'Rock']"
971,Greavard,['Ghost']
972,Houndstone,['Ghost']
973,Flamigo,"['Fighting', 'Flying']"
974,Cetoddle,['Ice']
975,Cetitan,['Ice']
976,Veluza,"['Water', 'Psychic']"
977,Dondozo,['Water']
978,Tatsugiri,"['Dragon', 'Water']"
979,Annihilape,"['Fighting', 'Ghost']"
980,Clodsire,"['Poison', 'Ground']"
981,Farigiraf,"['Normal', 'Psychic']"
982,Dudunsparce,['Normal']
983,Kingambit,"['Steel', 'Dark']"
984,Great Tusk,"['Fighting', 'Ground']"
985,Scream Tail,"['Fairy', 'Psychic']"
986,Brute Bonnet,"['Grass', 'Dark']"
987,Flutter Mane,"['Fairy', 'Ghost']"
988,Slither Wing,"['Fighting', 'Bug']"
989,Sandy Shocks,"['Ground', 'Electric']"
990,Iron Treads,"['Steel', 'Ground']"
991,Iron Bundle,"['Ice', 'Water']"
992,Iron Hands,"['Fighting', 'Electric']"
993,Iron Jugulis,"['Flying', 'Dark']"
994,Iron Moth,"['Poison', 'Fire']"
995,Iron Thorns,"['Rock', 'Electric']"
996,Frigibax,"['Dragon', 'Ice']"
997,Arctibax,"['Dragon', 'Ice']"
998,Baxcalibur,"['Dragon', 'Ice']"
999,Gimmighoul,['Ghost']
1000,Gholdengo,"['Steel', 'Ghost']"
1001,Wo-Chien,"['Grass', 'Dark']"
1002,Chien-Pao,"['Ice', 'Dark']"
1003,Ting-Lu,"['Ground', 'Dark']"
1004,Chi-Yu,"['Fire', 'Dark']"
1005,Roaring Moon,"['Dragon', 'Dark']"
1006,Iron Valiant,"['Fighting', 'Fairy']"
1007,Koraidon,"['Dragon', 'Fighting']"
1008,Miraidon,"['Dragon', 'Electric']"
1009,Walking Wake,"['Water', 'Dragon']"
1010,Iron Leaves,"['Grass', 'Psychic']"
1011,Dipplin,"['Grass', 'Dragon']"
1012,Poltchageist,"['Grass', 'Ghost']"
1013,Sinistcha,"['Grass', 'Ghost']"
1014,Okidogi,"['Fighting', 'Poison']"
1015,Munkidori,"['Poison', 'Psychic']"
1016,Fezandipiti,"['Poison', 'Fairy']"
1017,Ogerpon,['Grass']
1018,Archaludon,"['Steel', 'Dragon']"
1019,Hydrapple,"['Grass', 'Dragon']"
1020,Gouging Fire,"['Dragon', 'Fire']"
1021,Raging Bolt,"['Dragon', 'Electric']"
1022,Iron Boulder,"['Rock', 'Psychic']"
1023,Iron Crown,"['Steel', 'Psychic']"
1024,Terapagos,['Normal']
1025,Pecharunt,"['Poison', 'Ghost']"
